,content,sentiment
237,"Aplikasi susah di gunakan Susah masuk Sepertinya aplikasi ini di buat bukan untuk mem permudah pekerjaan tapi malah menghambat, dalam simulasi aja sudah 4 jam uploading belum selesai.. Mudah-mudahan pengembang tidak hanya menyerap ANGGARAN negara aja tapi bekerjalah dengan baik bantu kami yang bekerja di lapangan. Kalo sekiranya akan mengahambat pekerjaan kami hapus aja aplikasinya",-1
23,"Tolong untuk disempurnakan lagi fiturnya, tidak ada autofokus pada saat scan membuat gambar susah terdeteksi dan gagal berkali-kali pada saat hendak mengirim ke server. Pemrosesan gambar juga sangat lambat, dan aplikasi hanya sekali input, membuat kalau ada kesalahan tidak dapat dikoreksi",-1
209,"tidak bisa uplod, hanya berhenti pada proses terus menerus gk selesai selesai, gambar burem gk jelas, untuk pengembang tolong diperbaiki, dan pastinya lancar sebelum digunakan, ini malah memperlama pekerjaan.",-1
53,"Percumah pake aplikasi kalo masih pake metode manual, fungsinya aplikasi untuk mempermudah dan mempercepat, ini malah menambah pekerjaan. Pake mode online yg otomatis tp lama saat nunggu verifikasi foto, disarankan pake mode offline, itu manual input semua datanya.",-1
428,"Sungguh mengecewakan semakin dekat hari h aplikasi sirekap semakin kurang bagus perkembangannya padahal sudah update 2 kali sampai skrng versi 2.41 tp tetap perkembangan nya tidak ada , semoga pemerintah mempertimbangkan lagi untuk penggunaan apk ini jika malah membuat berjalannya pemilu terhambat dan kurang lancar Trimakasih",-1
64,"Sarannya bagi pengembang yaitu pada bagian hasil pemilu diberi menu koreksi. Karena hal ini akan terjadi kendala apabila Tulisan digital tidak sesuai yang di baca aplikasi, jadi operator bisa mengoreksi hasil sesuai dengan hasil asli dari pemilu. Belum hari H PEMILU 2024 sudah susah bagaimana solusinya, mudahkan sistem jaringan di aplikasi lain kekuatan data kuat begitu masuk app sirekap data down dan pembacaan huruf dan angka dipermudah jadi ngk menghambat operator sirekap.",1
60,"Aplikasi sering log out sendiri, selain itu ketika scan foto gak langsung keluar hasil harus di foto berulang-ulang baru ketemu hasil yg pas. Menurut saya itu justru mempersulit & menambah durasi kerja anggota, tujuannya jelas baik untuk mempercepat pekerjaan dengan digitalisasi. Cuma pada kenyataannya aplikasi belum final untuk bisa di terapkan.",-1
395,"Aplikasi mudah eror, upload satu foto saja lama untuk sampai tahap verifikasi. Nanti apakah aplikasi ini bakalan aman saat pemilu nanti, yang secara langsung diakses oleh jutaan pengguna aplikasi sirekap. Apakah mereka bisa ber jam2 untuk upload satu buat foto, katanya mempermudah kpps, tapi kita dipersulit dengan aplikasi yang yang belum siap diakses jutaan oengguna sekaligus.",-1
271,"1. Kamera buram tidak ada fokus (lock focus) 2. Harus login ulang, kalau error waktu pemilu gimana? 3. C hasil tidak sesuai dengan foto dan harus edit manual 4. C hasil lembar ke 3 gak bisa di edit Masih ada waktu 3 hari, mohon segera diperbaiki",-1
168,"Aplikasi belum layak digunakan untuk pemilu tgl 14 februari. Aplikasi sudah diupate ke yg terbaru, tapi data simulasi terdahulu tidak terhapus di aplikasi. Sehingga tidak bisa mengunggah data yg baru untuk simulasi selanjutnya. Masih banyak yang gagal mengunggah data dan data yang berhasil diunggah dinyatakan tidak terbac oleh kpu",-1
313,"Bukannya dipermudah malah nambah ribet, udah log-in ke apk nya aja masih susah mending kalo niat mau buat apk pemilu udah otomatis dari pengecekan data angka dll nya. Ini masih aja ga ada perubahan masih sama seperti dulu",-1
280,"1. kualitas kamera kurang, ga bisa pake flash 2. server lemot minta ampun baru juga simulasi, apalagi nanti user seindonesia barengan ... hadeuh 3. procesing foto lama banget, apalagi nanti kita proses foto 70 x .. wah bisa sampai subuh lagi ini ... 4. kadang forceclose ga jelas ...",-1
132,"padahal sudah versi terbaru (9 peb) tapi masih sangat jauh dari ekspektasi, maunya untuk mempercepat progress dengan data otentik, tapi malah memperlambat Mohon diperbaiki, waktu penggunaan makin mendesak Terima kasih",-1
58,"Ni aplikasi ga ada beta test ya? Kendalanya terlalu banyak. Kamera burem, baca data lama, salah baca data, log out pas kirim gambar, finger tidak di kenali dst. Oke inisiasi bagus untuk era digital, memudahkan input data KPU ataupun mengetahui hasil suara secepat mungkin. Tapi sangat membebankan untuk KPPS, bukan cara mengoperasikan aplikasinya, tapi kesiapan aplikasi ini sendiri. Saran saya, jangan di paksakan. Daripada malah terjadi hal2 yang tidak diinginkan.",-1
320,"Aplikasi ini hanya alat bantu, bukan utama. Jadi, kalau bantuan tidak dibutuhkan maka tidak perlu digunakan.😁 Kalau Aplikasi tidak membantu, atau malah menghambat, maka ini buang-buang waktu, tenaga, dan tentu saja anggaran negara. wkwkwk Aplikasi yg menghambat dapat menyebabkan emosional pengguna tidak stabil, stress, dan disusul tekanan dari anggota dan orang sekitar, jadi pengguna (Admin) harus HATI-HATI akan mengalami gangguan kesehatan mental yang berdampak pada kesehatan fisik. wkwkwk",-1
426,aplikasi berguna tuk memudahkan bukan malah mempersulit kyk gini . trlalu banyak error nya . mohon segera di benahi . klu memang data sirekap di pakai untuk membantu lap. chasil ke kpu di hari H nanti . Kasian operator aplikasi klu kyk gini trus .,-1
692,"malah tambah susahin pertama udah bisa login itu pun berapa kali ngulangin baru bisa login,setelah di update malah nggak bisa login keluar sendiri apk nya ""sesi anda telah habis"" gi mana nih pemilu nya sebentar lagi tapi apk nya malah nyusahin",-1
677,"Resolusi gambar setelah di photo harap di tingkat, sebab hasil setelah di photo masih buram Jangan lupa tingkatkan lagi utk servernya biar gak down saat digunakan secara bersamaan",-1
222,"Perbaiki beberapa bug yg ada di dalam aplikasi, fitur kamera burik (buram) ga bisa terlihat dg jelas, fitur kamera kalo bisa diperbarui ada menu galeri atau koneksikan kamera bawaan ponsel jangan kamera bawaan aplikasi!!",-1
14,"Sedikit saran ttg aplikasi ini, aplikasi ini agar bisa mengakses kamera utama supaya gambar yg di ambil lebih tajam hasilnya, karna selama uji coba kemarin gambar yg di ambil rata"" blur walaupun pencahayaannya cukup, padahal banyak teman"" sirekap punya device yg lumayan bagus dr segi kamera. Hasil gambar itu jg sangat mempengaruhi saat upload gambar yg sering gagal/tidak terbaca oleh sistem, Mohon untuk diperbaiki atau ditingkatkan. Terima kasih.",-1
175,Aplikasi bukan untuk mempermudah tapi membuat masalah baru. 1. Aplikasi BUTA HURUF 2. Penjumlahan Manual 3. Kendala Server 4. Selalu ada masalah ketika login Pokoknya kekurangan masih sangat banyak dari pda kelebihan. Aplikasi CACAT ALIAS PREMATUR,-1
276,"Masih terdapat BUG di aplikasi 1. Saat muncul notifikasi bahwa gambar sudah sukses, kadang tidak ada keterangan itu dari gambar halaman berapa, ini jelas memperlambat kinerja kami. 2. Saat gambar sudah di upload harus menunggu lama 1 jam lebih baru bisa di verifikasi, ini memang masih simulasi, gimana di hari hal besok.",-1
3,"Aplikasi sangat tidak layak digunakan, tidak akan mempercepat tapi malah mempersulit mohon disempurnakan lagi, sangat banyak kekurangan: 1. Pada saat hp posisi online di aplikasi terdeteksi offline 2. Saat unggah foto aplikasi tidak benar "" Bisa membaca angka di c. Plano 3. Unggah foto pada menu DPR waktunya sangat lama Dll.....!!!!! Masih banyak kekurangan ! !!!!!!",-1
514,"Setelah di update kok malah gagal upload foto. keterangan nya di notifikasi: data pemilihan ppwp sudah selesai di unggah, anda tidak diizinkan untuk mengunggah lagi. Sudah coba hapus data ternyata tetep gagal. Berati ini database pusat nya ga terhapus otomatis dong pas kita hapus foto? Tolong segera di benahi. Ini sudah H-2 loh 😭😭😭",-1
630,"Mohon maaf pak/bu. Sepertinya aplikasinya masih belum siap. Sampai saat ini saya login pun tidak bisa. Tidak terbayang gimana nanti disaat pemilu yang dipakai serentak seluruh indonesia. Niatnya baik untuk digitalisasi dan lebih mempermudah kerja kpps, tapi mohon dimatangkan dulu aplikasinya. Jangan sampai nanti malah terkendala karena hal ini.",-1
150,"Hasil foto buram karna settingan bawaan aplikasinya pakai kamera ultra wide bukan main kamera utama, kalo hp kurang mahal spek kamera ultawide kurang tinggi susah . Bukannya mempercepat malah memperlambat proses karna harus coba terus , fitur settingan kamera gak ada , fitur fokus kamera juga gak ada",-1
109,"Aplikasi yg sangat tidak berfungsi sama sekali, walau sdh di update ke 2.41. Login berhasil, tidak ada masalah.... Hanya pada saat ambil gambar ( foto ), notif selalu Failed ( gagal ). Harusnya meringankan tugas panitia, malah nambah2in beban.",-1
288,"Bukan memperlancar, malah menghambat (pengguna apl belum layak atau tidak lancar sama sekali bnyk eror bug dll, pengoperasian mudah tapi banyak kendala dalam pengiriman foto hasil (di lakukan pas simulasi)",-1
220,"Aplikasi terkesan dadakan dan ya semua sistemnya masih harus input ulang.. Kalau pakai metode online nunggunya bisa sampai besok2... Semoga kedepan bisa ada pembaharuan aplikasi sehingga memudahkan operatornya... Padahal ide dari aplikasi ini sudah sangat baik,, sayangnya dalam pengoprasiannya masih banyak errornya... Smoga di pilkada nanti sudah upgrade...",-1
467,"over all, ini aplikasi ga layak buat agenda penting negara. mulai dari login y ribet + slow respon, aplikasi force close, pembacaan data lama itupun masih kagak akurat, processing lambat, kualitas gambar jelek. entah karna developer ga becus kah or karna dana aplikasi y disunat orang² diatas. bobrok bobrok... ..",-1
226,"Mohon di perhatikan lagi aplikasinya.. Karna masih banyak lagi kekurangannya.. Yg pertama, masalah login tolong jangan di persulitkan, yg ke 2 aplikasinyak.. Sudah terdaftar, tapi setelah di update kenapa jadi gak bisa. Tolung di permudahkan lagi.. Kami sebagai pengguna sudah melakukan kewajiban kami dengan suguh2, tetapi jika kesalahan terjadai dari aplikasi sebdiri, siapa yg akan bertanggung jawab nanti??",-1
417,"Menurut saya jika belum siap menggunakan aplikasi digital, tolong jangan dipaksakan. Dan kalaupun berpikiran bahwa manual bisa dicurangi dan berharap digital bisa lancar, itu pemikiran yang keliru. Terima kasih",-1
112,"hampir H-1 masih sangat banyak bug. Terkhusus 1. Angka di C hasil dan hasil scan sangat sering tidak singkron dan kalau di ulang ambil gambar hasilnya sangat jauh,bahkan saat simulasi banyak rekan rekan kami yang harus ber puluh puluh kali mengambil gambar karena hasil yang tidak bisa dikoreksi. 2.gambar pada sering kali buram padahal device sudah sangat memadai. 3. Sering log out dan loading lambat sekali. 4 . upload data sangat sulit karena server full. "" Digitalisasi elit kualitas Sulit'",-1
87,"Jangankan nanti saat pelaksanaan untuk mengirim data, sekarang saja sudah gak beres aplikasi gak bisa dibuka, user dan pasword sudah benar tapi jawabannnya ""terjadi kesalahan"" Ujung-ujungnya hasil penghitungan suara manual /hasil plano yang akan dipake ""Belajar dari pemilu sebelumnya"" Aplikasi hanya sebatas aplikasi",-1
308,"Menggunakan aplikasi memang memudahkan dalam proses pengiriman data, tetapi juga harus lihat. Dan sudah dipersiapkan jauh jauh hari jangan baru 2 Minggu baru saja masa pengenalan dan uji coba. Aplikasi ini ya memang butuh keamanan data, tetapi kalau membutuhkan ruang cukup besar juga sulid. Malah menghambat pekerjaan TPS bukannya mempercepat. Next time buat aplikasi yang sederhana untuk semua spek handphone.",-1
800,"Kemaren saya beri bintang 1 karena banyak bug, sekarang saya beri bntang 4 karena sdh lebih baik dan bisa digunakan secara offline. Kenapa tidak bintang 5? Ya karena kalau diakses secara online aplikasi bisa tiba-tiba log-out sendiri.",1
626,"Aplikasi belum siap tetapi memaksakan untuk dipakai, selama simulasi terdapat banyak sekali permasalahan. Bahkan sampai sekarang saya masih belum bisa login. Hal yang ditakutkan adalah saat pemilu nanti aplikasi tidak dapat dipakai. Sudah H-2 tapi permasalahan masih sama, sering kali terlogout sendiri ketika hendak mengecek detail. Sampai sekarang halaman pertama masih belum bisa terbaca sama sekali.",-1
985,tidak bisa login ( invalid Username or password ) padahal sudah benar semua nya terlalu lama untuk proses cek gambar dan mengunci dan buat dokumen .,-1
37,Untuk pengambilan gambar padahal secara otomatis sudah pada titik posisi yang pas tetapi kenapa hasilnya selalu ada keterangan pengambilan gambar salah padahal sudah di update ke versi terbaru Tolonglah tingkatkan lagi kualitasnya kecepatannya dan sistem nya di perbaiki lagi kalau begini terus sampai hari H ujung ujungnya ya pakai salinan rekapitulasi secara manual,-1
560,"Untuk mempermudah pengguna, kayaknya perlu ada tmbahan upload foto dari galery. Karena tidak semua dapat terbaca dengan jelas dengan penerangan yg cukup. Aplikasi itu untuk mempermudah pengguna, bukan mempersulit pengguna",-1
682,"Yaa, sebagaimana orang-orang mengeluh. Maka, ini benar adanya. Aplikasi yang engga sempurna langsung di terjunkan pada proses pemilu hanya untuk menghambat buat apa. Semacam pantarlih tahun kemarin, aplikasi e-coklit pun sama. Semoga aja gausah pake aplikasi ini deh, menghambat!",-1
586,"Merepotkan saja aplikasi si Rekap pemilu ini,, terlalu ribet bagi saya,, gk mendukung, mending manual aja,, banyak berbagai daerah yg stresss dlm aplikasi si rekap pemilu ini krn susah banget,, gk mempermudah, semakin lama waktunya. mending dihapus saja aplikasi ini. diedit angka aja susah banget,,",-1
98,"kenapa aplikasinya pas ingin ambil ulang gambar malah keluar sendiri??!!! padahal chance dan data sudah berulang kali coba dihapus tapi tidak ada perubahan,,,,,galeri semua foto sudah dihapuss tetap saja tidak ada perubahan juga.",-1
263,"Bug saat foto selalu FC,, sebelum update masih lumayan lancar, setelah update malah bikin tambah lama. KPU jelas tidak siap secara aplikasi, persiapan aplikasi mepet, tidak trial error dulu. Percuma ada anggaran untuk sistem via aplikasi apabila nanti tanggal 14 malah terkendala. Pengalaman saya 2019, tanpa aplikasi sirekap juga selesai tepat waktu tanpa masalah",-1
156,"Gimana nih H-2 masih sering error aplikasinya sering logout waktu sehabis pengisian data² dan tidak bisa masuk kembali padahal username dan password sudah diedit dan benar. Begini lah hasilnya jika memaksakan kehendak,server belum stabil dipaksa dipakai apakah nanti mau menyalahkan operator karena tidak kompeten ??? Padahal aplikasinya yang tidak kompeten dan belum seharusnya untuk digunakan. . . .Parah Banget",-1
327,"Setelah otomatis update versi ini 2.41.otomatis log out. Susah bagt masuk lagi.padahal email user dan sandi sama.diulang lagi tetap tdk bisa dan tidak ada fitur pilihan,atau solusi dari aplikasi yg berkaitan dengan kesalahan log in",-1
659,"aplikasi jelek, sampah. digitalisasi yang harusnya membuat hal-hal menjadi lebih efisien ini malah makin ribet. kukira aplikasi untuk agenda pemilu yang sudah pasti momentumnya sangat memungkinkan persiapan dan perencanaan yang lebih matang, ini udah menjelang hari H masih banyak kendala ini itu 🤣 bukan bermaksud menyalahkan developer aplikasi, mungkin atau bisa jadi ini ada masalah anggaran yang kebanyakan disunat, sampe gak mampu kontrak developer yang lebih mumpuni 😄",-1
610,"Aplikasi yg belum siap tapi dipaksakan untuk dijalankan... alhasil bikin emosi... tidak ada auto fokus di kamera, tidak otomatis crop saat gambar berhasil diambil...",-1
650,"Aplikasi Belum siap bekerja yg berkesan di paksa untuk jalan,, KPU menginginkan hasil rekap yg lebih cepat dengan aplikasi terpaksa ini,, tapi tidak merasakan bagaimana repotnya dan kesalnya para panitia pelaksana pemilu tingkat terbawah, apalagi bagian IT,, Semua di tuntut Perfect namung dengan pendukung sekedarnya saja,, Himbauan dr atas Bekerja dengan baik jangan ada yang meninggal, namun dengan aplikasi ini banyak orang kena serangan Darah Tinggi mendadak karena Mbulet,,",-1
338,"Saat simulasi pertama lancar, simulasi kedua mulai ada kendala tetapi masih bisa diatasi, Saat update lg dan simulasi terakhir mendekati Hari H, Malah Gambar selalu Gagal terus saat dikirim, Jika mode offline gambar tidak terbaca dan harus diisi manual satu persatu,.. sama saja dengan 2x kerja",-1
52,"Saran agar ada opsi tambah foto dari galeri. Gambar yg di masukan sudah sesuai dan sudah ada tanda kuning di setiap sisi tapi ujung2nya di minta untuk upload ulang atau tertulis ""gagal memuat data gambar. Tolong periksa koneksi internet anda"" padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak berubah. Bukan mempermudah tapi malah menghambat. Mohon maaf, Hpnya musti se-sultan apa agar bisa menggunakan apk ini dengan lancar :')",-1
341,"Aplikasi tak layak pakai, mempersulit bukan mempermudah, bikin ribet, gak ada akses buat data dari galeri biar bisa motret dulu baru upload. Mendingan manual dari pada pake beginian.",-1
523,"Sangat tidak berguna, semakin hari semakin menyusahkan para anggota yang sedang memerlukannya. Dari pihak ppk juga di tanyai bagaimana bisa eror mereka hanya menyarankan ganti hp aja kalau tidak sinyalnya, sangat tidak membantu.",-1
566,"Mohon segera diperbaharui dan untuk Opsi Mengelola Panwas, Saksi, PPS ada Pilihan menu Hapus supaya kami bisa menghapus data yang salah. Dan Menu2 lain tolong diperhatikan kesalahan2 agar kami dipermudah. Soalnya Aplikasi untuk Kepentingan Nasional tapi Terlihat banyak cacatnya. Terima Kasih🙏",0
154,"Aplikasi ini bersekala Nasional namun sulit di Gunakan, memang bisa menggunakan nya secara Offline tapi aplikasi sulit untuk mengidentifikasi gambar dan data pahal hasil gambar sudah sangat jelas, saya harap ini bisa di perbaharui kembali karena aplikasi sangat di butuhkan 🙏🙏",-1
951,"4-2-2024 : Aplikasinya baik-baik saja hanya ada tulisan ""Aplikasi versi ini sudah tidak dapat digunakan"" Belum diapdet, nunggu release nya fix dulu. 5-2-2024 : diinstal ulang sesuai notifikasi link di WA, v2.25 jadi v2.23 (malah jd downgrade) coba login ulang, trabel di sso user+password invalid, selanjutnya nunggu instruksi dulu dari PPS 🤣. 13-2-2024 : update ke versi 2.41(9 feb) aplikasi berjalan lancar dan tidak ada kendala..",1
16,"Mempersulit, sepertinya apk nya belom layak digunakan. Angka yg terfoto dengan yg terbaca tidak sesuai,kadang juga tidak terbaca. Bisa di edit jatuhnya nyalin hasil. Mohon di tingkatkan terimakasih.",-1
321,"Saat memfoto C hasil itu sangat buram tidak bisa di fokuskan, berbeda dengan saat memfoto daftar hadir dan tanda terima, mohon di perbaiki malam ini, karena besok harus sudah bisa di gunakan, guna memperlancar pekerjaan sirekap, terimakasih",-1
85,"selain kekurangan kualitas kamera untuk pembacaan c-hasil pada aplikasi yg masih kurang baik kualitas kamera nya pada saat unggah foto kelola daftar hadir cuma bisa 1x foto, tidak ada fitur tambah foto, sedangkan untuk daftar hadir saja lebih dari 1lembar begitu pun untuk fitur tanda terima dan kejadian khusus juga cuma bisa 1x foto 🤦🤦",-1
266,"Aplikasi nya sangat minimalis, bahkan saking minimalisnya tampilan aplikasinya pun bikin mata blinger, selain itu pula aplikasi ini punya kelebihan dimana susunan kalimat nya yang tidak tersusun yg kemudian mempersulit pengguna dalam memahami maksud dari kalimat atau kata yg ada di aplikasi.",-1
696,"Lebih baik manual saja dengan menggunakan aplikasi excel, daripada menggunakan aplikasi yang kurang maksimal dalam servernya. Untuk quick count banyak cara sebenarnya. Tidak mesti menggunakan sirékap mobile. Dengan manual juga bisa quickcount.",-1
166,Aplikasi nya sudah bagus tp mngkin keamanan data nya harus ditingkatkan lagi karena rawan dgn terjadinya double basis data dan saat pengupload foto cukup lama dan loading lama padahal sudah pakai wifi dan paketan internet.. mngkin utk mempermudah smoga bisa dibuat versi web nya.. maaf sblmnya dan terima kasih,-1
206,"Berharap aplikasi ini dpt mempercepat informasi hasil pemilu, tp malah kemungkinan akan memperlambat karena proses verifikasi hasil scan fotonya tidak langsung terbaca. Ayo perbaiki lagi supaya mudah digunakan 💪",0
218,"Tujuan aplikasinya bagus, cuma sepertinya programmernya kayak anak baru belajar IT, masa tombol logoutnya pun tidak ada, jadi kalau log out clear data cache trus gitu. Tolonglah di persiapkan dengan matang aplikasinya, semoga saja lancar lah hari ini tgl 14.",-1
511,"Aplikasi malah membuat pusing, login tidak bisa ,lelet , gimana mau cepat selesai wajar banyak yang meninggal gara gara begadang cuma gara gara aplikasi ini nantinya. Harus nya tidak perlu adanya apkikasi ini jadi pekerjaan kami cepat selesai !!!",-1
208,"Aplikasi menyusahkan user ! Ga bisa upload foto dari galeri , pas foto scan-c malah ke ultra wide bukan fokus kamera utama . Suka keluar tiba tiba . Daftar saksi pasti logout terus login berulang kali . Upload file jadi Pdf gila lama banget .",-1
231,"Payah bgt gak ngebantu sama sekali, malah bikin lama cuma karena error saat ingin mengirim.. Sinyal wifi + data sangat² prepare dari hari sebelum pencoblosan, malah bikin lama saat perhitungan, tolong kedepannya diperbaiki, jika perlu hari ini. Kasian para kpps yang lebih tidak begitu baik mengoperasikan seperti bapak bapak, untung banyak generasi muda yang ikut seperti saya. Ini pun masih kesusahan karena sistem dari sana, tolong di cek sistem, server, dan segala macamnya. Agar lebih siap lagi!",-1
882,"Sudah hari H tgl-14 masih error, Aplikasi paling mempersulit pekerjaan nomor 1 di indonesia dan menyusahkan bukannya membantu tapi mempersulit dan habisin paket data aja ini bnyak error dan camera sangat burikkkkkkk klo fotoin.",-1
178,"Aplikasnya belum sempurna. Untuk sesi login dibatasi tapi tidak ada pilihan re-login tau menu logout guna login ulang. Sehingga untuk upload data online tidak bisa dilakukan, sedangkan untuk upload data secara offline kemungkinan data tidak akan terdeteksi. Harapannya untuk developer bisa segera benahi aplikasinya. Kesimpulannya, aplikasi ini bisa disebut aplikasi demo saja atau masih seri beta. Belum final. Terima kasih",-1
329,Muak bgt. Please lah gara2 eror ga jelas jadi ada data yang gak ke kirim sementara aplikasi nya udah gak bisa edit . Gimanaa sih padahal belum dikunci juga harusnya bisa di edit dong!!!tolong lahh,-1
59,"Aplikasi sudah bagus, hanya saja masalahnya adalah aplikasi ini banyak kekurangan.. yaitu CRUT yang pastinya Seorang orang pemograman berbasis dekstop developer ngertilah ..kalau saja ada CRUT kita bisa mengubah atau menghapus adanya pendobelan kata atau mengedit ulang kata yang salah.. jadi saran saya ada tolong perbaiki ulang aplikasi ini sehingga pengguna merasa nyaman menggunakan aplikasi ini",-1
750,"Belum pemilu sudah diuji loginnya lama, astagaa. Ini padahal udah H- beberapa hari lagi. Tolong lah, kalau memang tidak memadai mending gausah ada aplikasi yg bikin ribet, ruwet, gak karu²an!!!! Dan sekarang hari H ini aplikasi menguras kesabaran, dan bikin lama 😩😩😩",-1
614,"Saya beri 4 bintang apresiasi perbaikan kualitas pemilu di perhitungan suara dan transparansinya, di versi 2.48 saya beri tanggapan sedikit, untuk verifikasi data sangat lama responnya hal ini menambah beban operator disisi waktu dan monitoring, selain itu angka hasil yang keluar harus diteliti benar², karena angka pada gambar sering kali tidak sesuai dengan plano, ini akan menyulikan operator yang meng-upload di tempat lain yang bersinyal baik, krn belum tentu bawa berkas yang harus foto ulang.",1
262,"jangankan sampai ke tahapan mempermudah ini malah mempersulit, apload sulit, UI dan UX terkesan asal jadi bikin ribet. Entah vendor atau internal tim kpu yang buat, kalian gk pake QA kah sebelum deploy aplikasi? Kalau aplikasi kayak gini sampe tanggal 15 subuh belum bisa upload gk ada exit plannya?. Tujuan aplikasi ini kan untuk memecahkan masalah soal input hasil tps agar mudah, tapi malah Input hasil tps tetep susah, ditambah aplikasi yang susah jadi malah ada 2 masalah sekarang.",-1
256,"Kurang bagus harusnya kalau masalah foto langsung kualitas HD, dan yang penting isinya terlihat, lalu TDK ada fitur ambil foto dari galeri yang mana kalau rekap C hasil di kumpulkan kita ada back up foto dan tinggal upload",-1
593,Aplikasi mempersulit anggota petugas. Banyak bug eror.. Terlalu banyak form foto berkas yang dilampirkan. Kenapa ga dibuat simpel dengan memasukan angka2 saja.,-1
330,"Tujuan nya sudah bagus, tetapi harus di tingkatkan lagi. Untuk ke depannya, untuk proses gambar kalau bisa jangan lama², sedangkan hasil suara nya sudah di kirim, jika ada yang salah maka tidak bisa mengulang gambar lagi.",0
54,"Aplikasi yang menyusahkan dalam perhitungan kpps 1. foto kertas selalu tidak akurat 2. Server sangat lemah (mungkin kurang anggarannya, butuh dana lebih Rp.100m) 3. Aplikasi tergolong gampang di jebol karena tidak server sided 4. Sangat menyusahkan pengguna karena tidak bisa ambil foto dari storage hp 5.aplikasi tergolong lemot masih banyak bug dan pengembangan yang lambat dan asal asalan (Saya menggunakan sdm 7+ gen 2 tetapi aplikasi masih sangat lambat) 6. Masih banyak sampai no 13 dsb",-1
165,"sebenerE bagus,, sayang sistem untuk pengambilan/upload file sulit,terlalu rumit, seandainya untuk koreksi di sediakan file/salinan c hasil tersendiri yang ukuran bisa di jangkau untuk pengambilan gambar,lebih enak.. Dan aplikasi belum siap betul.. masih sering eror.",0
782,"Pas hari h malah terpental terus ga bisa upload apa"" cuma bisa daftar nama orang aja , aneh bikin pusing , sinyal dihp jaringan penuh data masih ada 20gb, tapi pas upload gagal terus , ada tulisannya silahkan refres data trus silahkan upload kembali trus muter disitu aja terus",-1
284,"Tolonglah untuk KPU/developer aplikasi ini, kalau aplikasinya belum siap dan masih banyak kendala, lebih baik jangan digunakan. Di ujicoba jangan menjelang mau ada acara pemilu, ini kan jangkanya panjang, 5 tahun sekali utk pilpres, bisalah dperbaiki sedikit2 apa yg masih terkendala, jangan baru di ujicoba n perbaiki beberapa bulan sebelum acaranya.",-1
432,"Dari jejak jejak sirekap saya liat di yt sudah 3 tahun dah, kalo mau uji coba se-Indonesia langsung, jangan bikin tambah pusing aja.. Kasian yang di lapangan.. Aplikasi belum matang jangan langsung terjun bang.. Kasian yang lain.. Tega bener",-1
265,"Aplikasi bodong, angka hasil tidak sesuai yang difoto, offline bisa mendetek angka tapi tidak sesuai aslinya sehingga angka berkurang, anehnya tidak bisa diedit, ada unsur yang tidak beres dengan data",-1
403,"Singkat saja "" Aplikasi Aneh"" sekelas nasional diperuntukan untuk pemilu yang digunakan beberapa tahun sekali bukanya mempermudah tapi mempersulit pekerjaan, yang harus nya bisa cepat selesai....ini membuat pekerjaan semakin lama dikarenakan proses deteksi gambar buruk.. Uda cape liat aplikasi pemerintah dari sgds terus ini lagi...hadeh, Terlalu spele...",-1
275,"Aplikasi skala nasional kok bisa seburuk ini ? Bukannya mempermudah pekerjaan, nyusahin iya.. tiap kali salah harus foto ulang. Gak ada fitur pilih gambar lngsung ke galeri, jadi kalau salah, C hasil udah digulung rapi harus di bongkar lagi.sering error, sistem salah bacalah. Pokoknya ngeribetin. Saran aja untuk kedepannya Adain fitur untuk pilih foto di galeri, jadi C Hasil GK harus dibuka tutup terus menerus.",-1
471,"Harusnya untuk sekelas Apk Pemerintah bisa lebih baik dan berkualitas ya. Tapi Apk nya jadi ga kepake, untuk masukin data aja susah banget. Banyak yg susah login bahkan sering eror pas kirim C Hasil padahal Apk ini di buat untuk memudahkan pemerintah dalam mendapatkan hasil suara kan? Tapi untuk upload C Hasil aja susah. Masukin tanggal pemungutan suara aja eror terus ga bisa submit. Tolong untuk Apk nya lebih di tingkatkan lagi performanya. Jangan sampai Apk belum siap tapi sudah diluncurkan.",-1
255,"Gak bisa sign-in. Ini aplikasi curang oleh pengembangnya karena jumlah suara di TPS-TPS yang dimasukkan kedalam aplikasi ini bisa berubah jumlahnya secara otomatis seolah-olah ada yang mengubahnya. Contoh : jumlah suara paslon 02 di tps hanya 70 suara, tapi yang keluar di aplikasi jadi 870 suara. Pasti kpu disuruh dan dibayar oleh paslon 02 prabowo-gibran nih.... 😏 laporin aja ke playstore spy aplikasi ini dikeluarin dari playstore.",-1
470,"Aplikasi nya mempersulit bukan mempermudah, sebaiknya sebelum diluncurkan untuk di gunakan secara masal dipersiapkan dulu dgn matang agar ketika di gunakan gak banyak kendala. Daripada buat lapor hasil pemilu ,mending KPU luncurkan aja aplikasi undangan untuk pemilu secara digital ,tapi pelaporan biarlah masih secara manual. Jadi lebih bisa hemat anggaran gak perlu cetak undangan lagi secara fisik. Daripada buru"" luncurin aplikasi gak make sense kaya gini untuk pelaporan hasil pemilu.",-1
