,content,score,Year,Month,Day,sentiment,content_token,stemmed,text_string
109,"aplikasi yg sangat tidak berfungsi sama sekali, walau sdh di update ke 2.41. login berhasil, tidak ada masalah.... hanya pada saat ambil gambar ( foto ), notif selalu failed ( gagal ). harusnya meringankan tugas panitia, malah nambah2in beban.",1,2024,2,12,-1,"['aplikasi', 'yg', 'berfungsi', 'sdh', 'update', '2', '41', 'login', 'berhasil', 'ambil', 'gambar', 'foto', 'notif', 'failed', 'gagal', 'meringankan', 'tugas', 'panitia', 'nambah2in', 'beban']","['aplikasi', 'yg', 'fungsi', 'sdh', 'update', '2', '41', 'login', 'hasil', 'ambil', 'gambar', 'foto', 'notif', 'failed', 'gagal', 'ringan', 'tugas', 'panitia', 'nambah2in', 'beban']",aplikasi fungsi update login hasil ambil gambar foto notif failed gagal ringan tugas panitia nambah2in beban
288,"bukan memperlancar, malah menghambat (pengguna apl belum layak atau tidak lancar sama sekali bnyk eror bug dll, pengoperasian mudah tapi banyak kendala dalam pengiriman foto hasil (di lakukan pas simulasi)",1,2024,2,12,-1,"['memperlancar', 'menghambat', 'pengguna', 'apl', 'layak', 'lancar', 'bnyk', 'eror', 'bug', 'dll', 'pengoperasian', 'mudah', 'kendala', 'pengiriman', 'foto', 'hasil', 'lakukan', 'pas', 'simulasi']","['lancar', 'hambat', 'guna', 'apl', 'layak', 'lancar', 'bnyk', 'eror', 'bug', 'dll', 'operasi', 'mudah', 'kendala', 'kirim', 'foto', 'hasil', 'laku', 'pas', 'simulasi']",lancar hambat guna layak lancar bnyk eror operasi mudah kendala kirim foto hasil laku simulasi
220,"aplikasi terkesan dadakan dan ya semua sistemnya masih harus input ulang.. kalau pakai metode online nunggunya bisa sampai besok2... semoga kedepan bisa ada pembaharuan aplikasi sehingga memudahkan operatornya... padahal ide dari aplikasi ini sudah sangat baik,, sayangnya dalam pengoprasiannya masih banyak errornya... smoga di pilkada nanti sudah upgrade...",2,2024,2,12,-1,"['aplikasi', 'terkesan', 'dadakan', 'ya', 'sistemnya', 'input', 'ulang', 'pakai', 'metode', 'online', 'nunggunya', 'besok2', 'semoga', 'kedepan', 'pembaharuan', 'aplikasi', 'memudahkan', 'operatornya', 'ide', 'aplikasi', 'sayangnya', 'pengoprasiannya', 'errornya', 'smoga', 'pilkada', 'upgrade']","['aplikasi', 'kes', 'dada', 'ya', 'sistem', 'input', 'ulang', 'pakai', 'metode', 'online', 'nunggunya', 'besok2', 'moga', 'depan', 'baharu', 'aplikasi', 'mudah', 'operator', 'ide', 'aplikasi', 'sayang', 'pengoprasiannya', 'errornya', 'smoga', 'pilkada', 'upgrade']",aplikasi dada sistem input ulang pakai metode online nunggunya besok2 moga depan baharu aplikasi mudah operator aplikasi sayang pengoprasiannya errornya smoga pilkada upgrade
466,"over all, ini aplikasi ga layak buat agenda penting negara. mulai dari login y ribet + slow respon, aplikasi force close, pembacaan data lama itupun masih kagak akurat, processing lambat, kualitas gambar jelek. entah karna developer ga becus kah or karna dana aplikasi y disunat orang² diatas. bobrok bobrok... ..",1,2024,2,12,-1,"['over', 'all', 'aplikasi', 'ga', 'layak', 'agenda', 'negara', 'login', 'y', 'ribet', 'slow', 'respon', 'aplikasi', 'force', 'close', 'pembacaan', 'data', 'itupun', 'kagak', 'akurat', 'processing', 'lambat', 'kualitas', 'gambar', 'jelek', 'karna', 'developer', 'ga', 'becus', 'kah', 'or', 'karna', 'dana', 'aplikasi', 'y', 'disunat', 'orang²', 'diatas', 'bobrok', 'bobrok']","['over', 'all', 'aplikasi', 'ga', 'layak', 'agenda', 'negara', 'login', 'y', 'ribet', 'slow', 'respon', 'aplikasi', 'force', 'close', 'baca', 'data', 'itu', 'kagak', 'akurat', 'processing', 'lambat', 'kualitas', 'gambar', 'jelek', 'karna', 'developer', 'ga', 'becus', 'kah', 'or', 'karna', 'dana', 'aplikasi', 'y', 'sunat', 'orang', 'atas', 'bobrok', 'bobrok']",over aplikasi layak agenda negara login ribet slow respon aplikasi force close baca data kagak akurat processing lambat kualitas gambar jelek karna developer becus karna dana aplikasi sunat orang atas bobrok bobrok
226,"mohon di perhatikan lagi aplikasinya.. karna masih banyak lagi kekurangannya.. yg pertama, masalah login tolong jangan di persulitkan, yg ke 2 aplikasinyak.. sudah terdaftar, tapi setelah di update kenapa jadi gak bisa. tolung di permudahkan lagi.. kami sebagai pengguna sudah melakukan kewajiban kami dengan suguh2, tetapi jika kesalahan terjadai dari aplikasi sebdiri, siapa yg akan bertanggung jawab nanti??",1,2024,2,12,-1,"['mohon', 'perhatikan', 'aplikasinya', 'karna', 'kekurangannya', 'yg', 'login', 'tolong', 'persulitkan', 'yg', '2', 'aplikasinyak', 'terdaftar', 'update', 'gak', 'tolung', 'permudahkan', 'pengguna', 'kewajiban', 'suguh2', 'kesalahan', 'terjadai', 'aplikasi', 'sebdiri', 'yg', 'bertanggung']","['mohon', 'perhati', 'aplikasi', 'karna', 'kurang', 'yg', 'login', 'tolong', 'sulit', 'yg', '2', 'aplikasinyak', 'daftar', 'update', 'gak', 'tolung', 'mudah', 'guna', 'wajib', 'suguh2', 'salah', 'terjadai', 'aplikasi', 'sebdiri', 'yg', 'tanggung']",mohon perhati aplikasi karna kurang login tolong sulit aplikasinyak daftar update tolung mudah guna wajib suguh2 salah terjadai aplikasi sebdiri tanggung
417,"menurut saya jika belum siap menggunakan aplikasi digital, tolong jangan dipaksakan. dan kalaupun berpikiran bahwa manual bisa dicurangi dan berharap digital bisa lancar, itu pemikiran yang keliru. terima kasih",1,2024,2,12,-1,"['aplikasi', 'digital', 'tolong', 'dipaksakan', 'berpikiran', 'manual', 'dicurangi', 'berharap', 'digital', 'lancar', 'pemikiran', 'keliru', 'terima', 'kasih']","['aplikasi', 'digital', 'tolong', 'paksa', 'pikir', 'manual', 'curang', 'harap', 'digital', 'lancar', 'pikir', 'keliru', 'terima', 'kasih']",aplikasi digital tolong paksa pikir manual curang harap digital lancar pikir keliru terima kasih
112,"hampir h-1 masih sangat banyak bug. terkhusus 1. angka di c hasil dan hasil scan sangat sering tidak singkron dan kalau di ulang ambil gambar hasilnya sangat jauh,bahkan saat simulasi banyak rekan rekan kami yang harus ber puluh puluh kali mengambil gambar karena hasil yang tidak bisa dikoreksi. 2.gambar pada sering kali buram padahal device sudah sangat memadai. 3. sering log out dan loading lambat sekali. 4 . upload data sangat sulit karena server full. "" digitalisasi elit kualitas sulit'",1,2024,2,12,-1,"['h', '1', 'bug', 'terkhusus', '1', 'angka', 'c', 'hasil', 'hasil', 'scan', 'singkron', 'ulang', 'ambil', 'gambar', 'hasilnya', 'simulasi', 'rekan', 'rekan', 'ber', 'puluh', 'puluh', 'kali', 'mengambil', 'gambar', 'hasil', 'dikoreksi', '2', 'gambar', 'kali', 'buram', 'device', 'memadai', 'log', 'out', 'loading', 'lambat', '4', 'upload', 'data', 'sulit', 'server', 'full', 'digitalisasi', 'elit', 'kualitas', 'sulit']","['h', '1', 'bug', 'khusus', '1', 'angka', 'c', 'hasil', 'hasil', 'scan', 'singkron', 'ulang', 'ambil', 'gambar', 'hasil', 'simulasi', 'rekan', 'rekan', 'ber', 'puluh', 'puluh', 'kali', 'ambil', 'gambar', 'hasil', 'koreksi', '2', 'gambar', 'kali', 'buram', 'device', 'pada', 'log', 'out', 'loading', 'lambat', '4', 'upload', 'data', 'sulit', 'server', 'full', 'digitalisasi', 'elit', 'kualitas', 'sulit']",khusus angka hasil hasil scan singkron ulang ambil gambar hasil simulasi rekan rekan puluh puluh kali ambil gambar hasil koreksi gambar kali buram device pada loading lambat upload data sulit server full digitalisasi elit kualitas sulit
87,"jangankan nanti saat pelaksanaan untuk mengirim data, sekarang saja sudah gak beres aplikasi gak bisa dibuka, user dan pasword sudah benar tapi jawabannnya ""terjadi kesalahan"" ujung-ujungnya hasil penghitungan suara manual /hasil plano yang akan dipake ""belajar dari pemilu sebelumnya"" aplikasi hanya sebatas aplikasi",1,2024,2,12,-1,"['pelaksanaan', 'mengirim', 'data', 'gak', 'beres', 'aplikasi', 'gak', 'dibuka', 'user', 'pasword', 'jawabannnya', 'kesalahan', 'ujung', 'ujungnya', 'hasil', 'penghitungan', 'suara', 'manual', 'hasil', 'plano', 'dipake', 'belajar', 'pemilu', 'aplikasi', 'sebatas', 'aplikasi']","['laksana', 'kirim', 'data', 'gak', 'beres', 'aplikasi', 'gak', 'buka', 'user', 'pasword', 'jawabannnya', 'salah', 'ujung', 'ujung', 'hasil', 'hitung', 'suara', 'manual', 'hasil', 'plano', 'dipake', 'ajar', 'milu', 'aplikasi', 'batas', 'aplikasi']",laksana kirim data beres aplikasi buka user pasword jawabannnya salah ujung ujung hasil hitung suara manual hasil plano dipake ajar milu aplikasi batas aplikasi
308,"menggunakan aplikasi memang memudahkan dalam proses pengiriman data, tetapi juga harus lihat. dan sudah dipersiapkan jauh jauh hari jangan baru 2 minggu baru saja masa pengenalan dan uji coba. aplikasi ini ya memang butuh keamanan data, tetapi kalau membutuhkan ruang cukup besar juga sulid. malah menghambat pekerjaan tps bukannya mempercepat. next time buat aplikasi yang sederhana untuk semua spek handphone.",1,2024,2,12,-1,"['aplikasi', 'memudahkan', 'proses', 'pengiriman', 'data', 'lihat', 'dipersiapkan', '2', 'minggu', 'pengenalan', 'uji', 'coba', 'aplikasi', 'ya', 'butuh', 'keamanan', 'data', 'membutuhkan', 'ruang', 'sulid', 'menghambat', 'pekerjaan', 'tps', 'mempercepat', 'next', 'time', 'aplikasi', 'sederhana', 'spek', 'handphone']","['aplikasi', 'mudah', 'proses', 'kirim', 'data', 'lihat', 'siap', '2', 'minggu', 'kenal', 'uji', 'coba', 'aplikasi', 'ya', 'butuh', 'aman', 'data', 'butuh', 'ruang', 'sulid', 'hambat', 'kerja', 'tps', 'cepat', 'next', 'time', 'aplikasi', 'sederhana', 'spek', 'handphone']",aplikasi mudah proses kirim data lihat siap minggu kenal coba aplikasi butuh aman data butuh ruang sulid hambat kerja cepat next time aplikasi sederhana spek handphone
799,"kemaren saya beri bintang 1 karena banyak bug, sekarang saya beri bntang 4 karena sdh lebih baik dan bisa digunakan secara offline. kenapa tidak bintang 5? ya karena kalau diakses secara online aplikasi bisa tiba-tiba log-out sendiri.",4,2024,2,12,1,"['kemaren', 'bintang', '1', 'bug', 'bntang', '4', 'sdh', 'offline', 'bintang', '5', 'ya', 'diakses', 'online', 'aplikasi', 'log', 'out']","['kemaren', 'bintang', '1', 'bug', 'bntang', '4', 'sdh', 'offline', 'bintang', '5', 'ya', 'akses', 'online', 'aplikasi', 'log', 'out']",kemaren bintang bntang offline bintang akses online aplikasi
626,"aplikasi belum siap tetapi memaksakan untuk dipakai, selama simulasi terdapat banyak sekali permasalahan. bahkan sampai sekarang saya masih belum bisa login. hal yang ditakutkan adalah saat pemilu nanti aplikasi tidak dapat dipakai. sudah h-2 tapi permasalahan masih sama, sering kali terlogout sendiri ketika hendak mengecek detail. sampai sekarang halaman pertama masih belum bisa terbaca sama sekali.",1,2024,2,12,-1,"['aplikasi', 'memaksakan', 'dipakai', 'simulasi', 'permasalahan', 'login', 'ditakutkan', 'pemilu', 'aplikasi', 'dipakai', 'h', '2', 'permasalahan', 'kali', 'terlogout', 'mengecek', 'detail', 'halaman', 'terbaca']","['aplikasi', 'paksa', 'pakai', 'simulasi', 'masalah', 'login', 'takut', 'milu', 'aplikasi', 'pakai', 'h', '2', 'masalah', 'kali', 'terlogout', 'ecek', 'detail', 'halaman', 'baca']",aplikasi paksa pakai simulasi masalah login takut milu aplikasi pakai masalah kali terlogout ecek detail halaman baca
985,tidak bisa login ( invalid username or password ) padahal sudah benar semua nya terlalu lama untuk proses cek gambar dan mengunci dan buat dokumen .,1,2024,2,12,-1,"['login', 'invalid', 'username', 'or', 'password', 'nya', 'proses', 'cek', 'gambar', 'mengunci', 'dokumen']","['login', 'invalid', 'username', 'or', 'password', 'nya', 'proses', 'cek', 'gambar', 'kunci', 'dokumen']",login invalid username password proses gambar kunci dokumen
37,untuk pengambilan gambar padahal secara otomatis sudah pada titik posisi yang pas tetapi kenapa hasilnya selalu ada keterangan pengambilan gambar salah padahal sudah di update ke versi terbaru tolonglah tingkatkan lagi kualitasnya kecepatannya dan sistem nya di perbaiki lagi kalau begini terus sampai hari h ujung ujungnya ya pakai salinan rekapitulasi secara manual,1,2024,2,12,-1,"['pengambilan', 'gambar', 'otomatis', 'titik', 'posisi', 'pas', 'hasilnya', 'keterangan', 'pengambilan', 'gambar', 'salah', 'update', 'versi', 'terbaru', 'tolonglah', 'tingkatkan', 'kualitasnya', 'kecepatannya', 'sistem', 'nya', 'perbaiki', 'h', 'ujung', 'ujungnya', 'ya', 'pakai', 'salinan', 'rekapitulasi', 'manual']","['ambil', 'gambar', 'otomatis', 'titik', 'posisi', 'pas', 'hasil', 'terang', 'ambil', 'gambar', 'salah', 'update', 'versi', 'baru', 'tolong', 'tingkat', 'kualitas', 'cepat', 'sistem', 'nya', 'baik', 'h', 'ujung', 'ujung', 'ya', 'pakai', 'salin', 'rekapitulasi', 'manual']",ambil gambar otomatis titik posisi hasil terang ambil gambar salah update versi baru tolong tingkat kualitas cepat sistem baik ujung ujung pakai salin rekapitulasi manual
560,"untuk mempermudah pengguna, kayaknya perlu ada tmbahan upload foto dari galery. karena tidak semua dapat terbaca dengan jelas dengan penerangan yg cukup. aplikasi itu untuk mempermudah pengguna, bukan mempersulit pengguna",1,2024,2,12,-1,"['mempermudah', 'pengguna', 'kayaknya', 'tmbahan', 'upload', 'foto', 'galery', 'terbaca', 'penerangan', 'yg', 'aplikasi', 'mempermudah', 'pengguna', 'mempersulit', 'pengguna']","['mudah', 'guna', 'kayak', 'tmbahan', 'upload', 'foto', 'galery', 'baca', 'terang', 'yg', 'aplikasi', 'mudah', 'guna', 'sulit', 'guna']",mudah guna kayak tmbahan upload foto galery baca terang aplikasi mudah guna sulit guna
681,"yaa, sebagaimana orang-orang mengeluh. maka, ini benar adanya. aplikasi yang engga sempurna langsung di terjunkan pada proses pemilu hanya untuk menghambat buat apa. semacam pantarlih tahun kemarin, aplikasi e-coklit pun sama. semoga aja gausah pake aplikasi ini deh, menghambat!",1,2024,2,12,-1,"['yaa', 'orang', 'orang', 'mengeluh', 'aplikasi', 'engga', 'sempurna', 'langsung', 'terjunkan', 'proses', 'pemilu', 'menghambat', 'pantarlih', 'kemarin', 'aplikasi', 'e', 'coklit', 'semoga', 'aja', 'gausah', 'pake', 'aplikasi', 'deh', 'menghambat']","['yaa', 'orang', 'orang', 'keluh', 'aplikasi', 'engga', 'sempurna', 'langsung', 'terjun', 'proses', 'milu', 'hambat', 'pantarlih', 'kemarin', 'aplikasi', 'e', 'coklit', 'moga', 'aja', 'gausah', 'pake', 'aplikasi', 'deh', 'hambat']",orang orang keluh aplikasi engga sempurna langsung terjun proses milu hambat pantarlih kemarin aplikasi coklit moga gausah pake aplikasi hambat
586,"merepotkan saja aplikasi si rekap pemilu ini,, terlalu ribet bagi saya,, gk mendukung, mending manual aja,, banyak berbagai daerah yg stresss dlm aplikasi si rekap pemilu ini krn susah banget,, gk mempermudah, semakin lama waktunya. mending dihapus saja aplikasi ini. diedit angka aja susah banget,,",1,2024,2,12,-1,"['merepotkan', 'aplikasi', 'si', 'rekap', 'pemilu', 'ribet', 'gk', 'mendukung', 'mending', 'manual', 'aja', 'daerah', 'yg', 'stresss', 'dlm', 'aplikasi', 'si', 'rekap', 'pemilu', 'krn', 'susah', 'banget', 'gk', 'mempermudah', 'mending', 'dihapus', 'aplikasi', 'diedit', 'angka', 'aja', 'susah', 'banget']","['repot', 'aplikasi', 'si', 'rekap', 'milu', 'ribet', 'gk', 'dukung', 'mending', 'manual', 'aja', 'daerah', 'yg', 'stresss', 'dlm', 'aplikasi', 'si', 'rekap', 'milu', 'krn', 'susah', 'banget', 'gk', 'mudah', 'mending', 'hapus', 'aplikasi', 'edit', 'angka', 'aja', 'susah', 'banget']",repot aplikasi rekap milu ribet dukung mending manual daerah stresss aplikasi rekap milu susah banget mudah mending hapus aplikasi edit angka susah banget
98,"kenapa aplikasinya pas ingin ambil ulang gambar malah keluar sendiri??!!! padahal chance dan data sudah berulang kali coba dihapus tapi tidak ada perubahan,,,,,galeri semua foto sudah dihapuss tetap saja tidak ada perubahan juga.",2,2024,2,12,-1,"['aplikasinya', 'pas', 'ambil', 'ulang', 'gambar', 'chance', 'data', 'berulang', 'kali', 'coba', 'dihapus', 'perubahan', 'galeri', 'foto', 'dihapuss', 'perubahan']","['aplikasi', 'pas', 'ambil', 'ulang', 'gambar', 'chance', 'data', 'ulang', 'kali', 'coba', 'hapus', 'ubah', 'galeri', 'foto', 'dihapuss', 'ubah']",aplikasi ambil ulang gambar chance data ulang kali coba hapus ubah galeri foto dihapuss ubah
263,"bug saat foto selalu fc,, sebelum update masih lumayan lancar, setelah update malah bikin tambah lama. kpu jelas tidak siap secara aplikasi, persiapan aplikasi mepet, tidak trial error dulu. percuma ada anggaran untuk sistem via aplikasi apabila nanti tanggal 14 malah terkendala. pengalaman saya 2019, tanpa aplikasi sirekap juga selesai tepat waktu tanpa masalah",1,2024,2,12,-1,"['bug', 'foto', 'fc', 'update', 'lumayan', 'lancar', 'update', 'bikin', 'kpu', 'aplikasi', 'persiapan', 'aplikasi', 'mepet', 'trial', 'error', 'anggaran', 'sistem', 'via', 'aplikasi', 'tanggal', '14', 'terkendala', 'pengalaman', '2019', 'aplikasi', 'selesai']","['bug', 'foto', 'fc', 'update', 'lumayan', 'lancar', 'update', 'bikin', 'kpu', 'aplikasi', 'siap', 'aplikasi', 'mepet', 'trial', 'error', 'anggar', 'sistem', 'via', 'aplikasi', 'tanggal', '14', 'kendala', 'alam', '2019', 'aplikasi', 'selesai']",foto update lumayan lancar update bikin aplikasi siap aplikasi mepet trial error anggar sistem aplikasi tanggal kendala alam 2019 aplikasi selesai
155,"gimana nih h-2 masih sering error aplikasinya sering logout waktu sehabis pengisian data² dan tidak bisa masuk kembali padahal username dan password sudah diedit dan benar. begini lah hasilnya jika memaksakan kehendak,server belum stabil dipaksa dipakai apakah nanti mau menyalahkan operator karena tidak kompeten ??? padahal aplikasinya yang tidak kompeten dan belum seharusnya untuk digunakan. . . .parah banget",1,2024,2,12,-1,"['gimana', 'nih', 'h', '2', 'error', 'aplikasinya', 'logout', 'sehabis', 'pengisian', 'data²', 'masuk', 'username', 'password', 'diedit', 'hasilnya', 'memaksakan', 'kehendak', 'server', 'stabil', 'dipaksa', 'dipakai', 'menyalahkan', 'operator', 'kompeten', 'aplikasinya', 'kompeten', 'parah', 'banget']","['gimana', 'nih', 'h', '2', 'error', 'aplikasi', 'logout', 'habis', 'isi', 'data', 'masuk', 'username', 'password', 'edit', 'hasil', 'paksa', 'hendak', 'server', 'stabil', 'paksa', 'pakai', 'salah', 'operator', 'kompeten', 'aplikasi', 'kompeten', 'parah', 'banget']",gimana error aplikasi logout habis data masuk username password edit hasil paksa hendak server stabil paksa pakai salah operator kompeten aplikasi kompeten parah banget
327,"setelah otomatis update versi ini 2.41.otomatis log out. susah bagt masuk lagi.padahal email user dan sandi sama.diulang lagi tetap tdk bisa dan tidak ada fitur pilihan,atau solusi dari aplikasi yg berkaitan dengan kesalahan log in",1,2024,2,12,-1,"['otomatis', 'update', 'versi', '2', '41', 'otomatis', 'log', 'out', 'susah', 'bagt', 'masuk', 'email', 'user', 'sandi', 'diulang', 'tdk', 'fitur', 'pilihan', 'solusi', 'aplikasi', 'yg', 'berkaitan', 'kesalahan', 'log', 'in']","['otomatis', 'update', 'versi', '2', '41', 'otomatis', 'log', 'out', 'susah', 'bagt', 'masuk', 'email', 'user', 'sandi', 'ulang', 'tdk', 'fitur', 'pilih', 'solusi', 'aplikasi', 'yg', 'kait', 'salah', 'log', 'in']",otomatis update versi otomatis susah bagt masuk email user sandi ulang fitur pilih solusi aplikasi kait salah
659,"aplikasi jelek, sampah. digitalisasi yang harusnya membuat hal-hal menjadi lebih efisien ini malah makin ribet. kukira aplikasi untuk agenda pemilu yang sudah pasti momentumnya sangat memungkinkan persiapan dan perencanaan yang lebih matang, ini udah menjelang hari h masih banyak kendala ini itu 🤣 bukan bermaksud menyalahkan developer aplikasi, mungkin atau bisa jadi ini ada masalah anggaran yang kebanyakan disunat, sampe gak mampu kontrak developer yang lebih mumpuni 😄",1,2024,2,13,-1,"['aplikasi', 'jelek', 'sampah', 'digitalisasi', 'efisien', 'ribet', 'kukira', 'aplikasi', 'agenda', 'pemilu', 'momentumnya', 'persiapan', 'perencanaan', 'matang', 'udah', 'menjelang', 'h', 'kendala', 'menyalahkan', 'developer', 'aplikasi', 'anggaran', 'kebanyakan', 'disunat', 'sampe', 'gak', 'kontrak', 'developer', 'mumpuni']","['aplikasi', 'jelek', 'sampah', 'digitalisasi', 'efisien', 'ribet', 'kira', 'aplikasi', 'agenda', 'milu', 'momentum', 'siap', 'rencana', 'matang', 'udah', 'jelang', 'h', 'kendala', 'salah', 'developer', 'aplikasi', 'anggar', 'banyak', 'sunat', 'sampe', 'gak', 'kontrak', 'developer', 'mumpuni']",aplikasi jelek sampah digitalisasi efisien ribet kira aplikasi agenda milu momentum siap rencana matang udah jelang kendala salah developer aplikasi anggar banyak sunat sampe kontrak developer mumpuni
610,"aplikasi yg belum siap tapi dipaksakan untuk dijalankan... alhasil bikin emosi... tidak ada auto fokus di kamera, tidak otomatis crop saat gambar berhasil diambil...",1,2024,2,13,-1,"['aplikasi', 'yg', 'dipaksakan', 'dijalankan', 'alhasil', 'bikin', 'emosi', 'auto', 'fokus', 'kamera', 'otomatis', 'crop', 'gambar', 'berhasil', 'diambil']","['aplikasi', 'yg', 'paksa', 'jalan', 'alhasil', 'bikin', 'emosi', 'auto', 'fokus', 'kamera', 'otomatis', 'crop', 'gambar', 'hasil', 'ambil']",aplikasi paksa jalan alhasil bikin emosi auto fokus kamera otomatis crop gambar hasil ambil
650,"aplikasi belum siap bekerja yg berkesan di paksa untuk jalan,, kpu menginginkan hasil rekap yg lebih cepat dengan aplikasi terpaksa ini,, tapi tidak merasakan bagaimana repotnya dan kesalnya para panitia pelaksana pemilu tingkat terbawah, apalagi bagian it,, semua di tuntut perfect namung dengan pendukung sekedarnya saja,, himbauan dr atas bekerja dengan baik jangan ada yang meninggal, namun dengan aplikasi ini banyak orang kena serangan darah tinggi mendadak karena mbulet,,",1,2024,2,13,-1,"['aplikasi', 'yg', 'berkesan', 'paksa', 'jalan', 'kpu', 'hasil', 'rekap', 'yg', 'cepat', 'aplikasi', 'terpaksa', 'merasakan', 'repotnya', 'kesalnya', 'panitia', 'pelaksana', 'pemilu', 'tingkat', 'terbawah', 'it', 'tuntut', 'perfect', 'namung', 'pendukung', 'sekedarnya', 'himbauan', 'dr', 'meninggal', 'aplikasi', 'orang', 'kena', 'serangan', 'darah', 'mendadak', 'mbulet']","['aplikasi', 'yg', 'kesan', 'paksa', 'jalan', 'kpu', 'hasil', 'rekap', 'yg', 'cepat', 'aplikasi', 'paksa', 'rasa', 'repot', 'kesal', 'panitia', 'laksana', 'milu', 'tingkat', 'bawah', 'it', 'tuntut', 'perfect', 'namung', 'dukung', 'dar', 'himbauan', 'dr', 'tinggal', 'aplikasi', 'orang', 'kena', 'serang', 'darah', 'dadak', 'mbulet']",aplikasi kesan paksa jalan hasil rekap cepat aplikasi paksa rasa repot kesal panitia laksana milu tingkat bawah tuntut perfect namung dukung himbauan tinggal aplikasi orang kena serang darah dadak mbulet
338,"saat simulasi pertama lancar, simulasi kedua mulai ada kendala tetapi masih bisa diatasi, saat update lg dan simulasi terakhir mendekati hari h, malah gambar selalu gagal terus saat dikirim, jika mode offline gambar tidak terbaca dan harus diisi manual satu persatu,.. sama saja dengan 2x kerja",1,2024,2,13,-1,"['simulasi', 'lancar', 'simulasi', 'kendala', 'diatasi', 'update', 'lg', 'simulasi', 'mendekati', 'h', 'gambar', 'gagal', 'dikirim', 'mode', 'offline', 'gambar', 'terbaca', 'diisi', 'manual', 'persatu', '2x', 'kerja']","['simulasi', 'lancar', 'simulasi', 'kendala', 'atas', 'update', 'lg', 'simulasi', 'dekat', 'h', 'gambar', 'gagal', 'kirim', 'mode', 'offline', 'gambar', 'baca', 'isi', 'manual', 'satu', '2x', 'kerja']",simulasi lancar simulasi kendala atas update simulasi dekat gambar gagal kirim mode offline gambar baca manual satu kerja
52,"saran agar ada opsi tambah foto dari galeri. gambar yg di masukan sudah sesuai dan sudah ada tanda kuning di setiap sisi tapi ujung2nya di minta untuk upload ulang atau tertulis ""gagal memuat data gambar. tolong periksa koneksi internet anda"" padahal koneksi internet baik dan sudah beberapa kali coba ganti tempat dan hotspot dari beberapa hp masih tidak berubah. bukan mempermudah tapi malah menghambat. mohon maaf, hpnya musti se-sultan apa agar bisa menggunakan apk ini dengan lancar :')",1,2024,2,13,-1,"['saran', 'opsi', 'foto', 'galeri', 'gambar', 'yg', 'masukan', 'sesuai', 'tanda', 'kuning', 'sisi', 'ujung2nya', 'upload', 'ulang', 'tertulis', 'gagal', 'memuat', 'data', 'gambar', 'tolong', 'periksa', 'koneksi', 'internet', 'koneksi', 'internet', 'kali', 'coba', 'ganti', 'hotspot', 'hp', 'berubah', 'mempermudah', 'menghambat', 'mohon', 'maaf', 'hpnya', 'musti', 'sultan', 'apk', 'lancar']","['saran', 'opsi', 'foto', 'galeri', 'gambar', 'yg', 'masuk', 'sesuai', 'tanda', 'kuning', 'sisi', 'ujung2nya', 'upload', 'ulang', 'tulis', 'gagal', 'muat', 'data', 'gambar', 'tolong', 'periksa', 'koneksi', 'internet', 'koneksi', 'internet', 'kali', 'coba', 'ganti', 'hotspot', 'hp', 'ubah', 'mudah', 'hambat', 'mohon', 'maaf', 'hpnya', 'musti', 'sultan', 'apk', 'lancar']",saran opsi foto galeri gambar masuk sesuai tanda kuning sisi ujung2nya upload ulang tulis gagal muat data gambar tolong periksa koneksi internet koneksi internet kali coba ganti hotspot ubah mudah hambat mohon maaf hpnya musti sultan lancar
341,"aplikasi tak layak pakai, mempersulit bukan mempermudah, bikin ribet, gak ada akses buat data dari galeri biar bisa motret dulu baru upload. mendingan manual dari pada pake beginian.",1,2024,2,13,-1,"['aplikasi', 'layak', 'pakai', 'mempersulit', 'mempermudah', 'bikin', 'ribet', 'gak', 'akses', 'data', 'galeri', 'biar', 'motret', 'upload', 'mendingan', 'manual', 'pake']","['aplikasi', 'layak', 'pakai', 'sulit', 'mudah', 'bikin', 'ribet', 'gak', 'akses', 'data', 'galeri', 'biar', 'motret', 'upload', 'mending', 'manual', 'pake']",aplikasi layak pakai sulit mudah bikin ribet akses data galeri biar motret upload mending manual pake
524,"sangat tidak berguna, semakin hari semakin menyusahkan para anggota yang sedang memerlukannya. dari pihak ppk juga di tanyai bagaimana bisa eror mereka hanya menyarankan ganti hp aja kalau tidak sinyalnya, sangat tidak membantu.",1,2024,2,13,-1,"['berguna', 'menyusahkan', 'anggota', 'memerlukannya', 'ppk', 'tanyai', 'eror', 'menyarankan', 'ganti', 'hp', 'aja', 'sinyalnya', 'membantu']","['guna', 'susah', 'anggota', 'perlu', 'ppk', 'tanya', 'eror', 'saran', 'ganti', 'hp', 'aja', 'sinyal', 'bantu']",guna susah anggota perlu tanya eror saran ganti sinyal bantu
